dataset,label,curve,x,y,threshold
NIH internal test,Pneumothorax,roc,0.30416068866571017,0.47619047619047616,0.5336306691169739
NIH internal test,Pneumothorax,roc,0.30416068866571017,0.5,0.5335351228713989
NIH internal test,Pneumothorax,roc,0.40746054519368724,0.5,0.4819592237472534
NIH internal test,Pneumothorax,roc,0.40746054519368724,0.5238095238095238,0.4813384115695953
NIH internal test,Pneumothorax,roc,0.4131994261119082,0.5238095238095238,0.4784277081489563
NIH internal test,Pneumothorax,roc,0.4131994261119082,0.5476190476190477,0.4766459167003631
NIH internal test,Pneumothorax,roc,0.41750358680057387,0.5476190476190477,0.4749751389026642
NIH internal test,Pneumothorax,roc,0.41750358680057387,0.5714285714285714,0.474763959646225
NIH internal test,Pneumothorax,roc,0.43185078909612623,0.5714285714285714,0.4683949947357178
NIH internal test,Pneumothorax,roc,0.43185078909612623,0.5952380952380952,0.466924250125885
NIH internal test,Pneumothorax,roc,0.4347202295552367,0.5952380952380952,0.4662511646747589
NIH internal test,Pneumothorax,roc,0.4347202295552367,0.6190476190476191,0.4661032259464264
NIH internal test,Pneumothorax,roc,0.460545193687231,0.6190476190476191,0.4511989653110504
NIH internal test,Pneumothorax,roc,0.460545193687231,0.6428571428571429,0.4499168694019317
NIH internal test,Pneumothorax,roc,0.4734576757532281,0.6428571428571429,0.4435184299945831
NIH internal test,Pneumothorax,roc,0.4734576757532281,0.6666666666666666,0.4433816969394684
NIH internal test,Pneumothorax,roc,0.4806312769010043,0.6666666666666666,0.4396856129169464
NIH internal test,Pneumothorax,roc,0.4806312769010043,0.6904761904761905,0.4396018981933594
NIH internal test,Pneumothorax,roc,0.4935437589670014,0.6904761904761905,0.4304767251014709
NIH internal test,Pneumothorax,roc,0.4935437589670014,0.7142857142857143,0.4302073121070862
NIH internal test,Pneumothorax,roc,0.5538020086083214,0.7142857142857143,0.3925161957740783
NIH internal test,Pneumothorax,roc,0.5538020086083214,0.7380952380952381,0.3915793299674988
NIH internal test,Pneumothorax,roc,0.599713055954089,0.7380952380952381,0.351572722196579
NIH internal test,Pneumothorax,roc,0.599713055954089,0.7619047619047619,0.350927472114563
NIH internal test,Pneumothorax,roc,0.6441893830703013,0.7619047619047619,0.2987134754657745
NIH internal test,Pneumothorax,roc,0.6441893830703013,0.7857142857142857,0.2984237372875213
NIH internal test,Pneumothorax,roc,0.6571018651362984,0.7857142857142857,0.2859347462654114
NIH internal test,Pneumothorax,roc,0.6571018651362984,0.8095238095238095,0.281007707118988
NIH internal test,Pneumothorax,roc,0.672883787661406,0.8095238095238095,0.2598679363727569
NIH internal test,Pneumothorax,roc,0.672883787661406,0.8333333333333334,0.2560543119907379
NIH internal test,Pneumothorax,roc,0.6829268292682927,0.8333333333333334,0.2522214949131012
NIH internal test,Pneumothorax,roc,0.6829268292682927,0.8571428571428571,0.2515846788883209
NIH internal test,Pneumothorax,roc,0.7216642754662841,0.8571428571428571,0.2047584056854248
NIH internal test,Pneumothorax,roc,0.7216642754662841,0.8809523809523809,0.2039138525724411
NIH internal test,Pneumothorax,roc,0.7833572453371592,0.8809523809523809,0.1524630337953567
NIH internal test,Pneumothorax,roc,0.7833572453371592,0.9047619047619048,0.1519673764705658
NIH internal test,Pneumothorax,roc,0.7991391678622669,0.9047619047619048,0.1368107199668884
NIH internal test,Pneumothorax,roc,0.7991391678622669,0.9285714285714286,0.1351045221090316
NIH internal test,Pneumothorax,roc,0.8479196556671449,0.9285714285714286,0.1100303083658218
NIH internal test,Pneumothorax,roc,0.8479196556671449,0.9523809523809523,0.1095742210745811
NIH internal test,Pneumothorax,roc,0.9497847919655668,0.9523809523809523,0.0436346307396888
NIH internal test,Pneumothorax,roc,0.9497847919655668,0.9761904761904762,0.0403226353228092
NIH internal test,Pneumothorax,roc,0.9971305595408895,0.9761904761904762,0.01560790091753
NIH internal test,Pneumothorax,roc,0.9971305595408895,1.0,0.0120961405336856
NIH internal test,Pneumothorax,roc,1.0,1.0,0.0060414774343371
NIH internal test,Pneumothorax,pr,1.0,0.056833558863328824,
NIH internal test,Pneumothorax,pr,1.0,0.056910569105691054,
NIH internal test,Pneumothorax,pr,1.0,0.05698778833107191,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05570652173913043,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.055782312925170066,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.055858310626702996,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05593451568894952,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.056010928961748634,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.0560875512995896,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.056164383561643834,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.056241426611796985,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05631868131868132,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05639614855570839,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05647382920110193,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05655172413793103,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05662983425414365,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.056708160442600276,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05678670360110803,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.056865464632454926,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05694444444444444,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05702364394993046,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.057103064066852366,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05718270571827057,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05726256983240224,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.057342657342657345,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05742296918767507,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05750350631136045,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05758426966292135,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.057665260196905765,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.057746478873239436,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05782792665726375,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05790960451977401,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05799151343705799,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05807365439093484,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05815602836879433,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05823863636363636,
NIH internal test,Pneumothorax,pr,0.9761904761904762,0.05832147937411095,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05698005698005698,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05706134094151213,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05714285714285714,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05722460658082976,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05730659025787966,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05738880918220947,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05747126436781609,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05755395683453238,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05763688760806916,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05772005772005772,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.057803468208092484,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05788712011577424,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.057971014492753624,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05805515239477504,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05813953488372093,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05822416302765648,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05830903790087463,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.058394160583941604,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05847953216374269,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05856515373352855,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05865102639296188,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05873715124816446,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.058823529411764705,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05891016200294551,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.058997050147492625,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.059084194977843424,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05917159763313609,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05925925925925926,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05934718100890208,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05943536404160475,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05952380952380952,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05961251862891207,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05970149253731343,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.059790732436472344,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.059880239520958084,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.05997001499250375,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06006006006006006,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06015037593984962,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.060240963855421686,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06033182503770739,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06042296072507553,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.060514372163388806,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06060606060606061,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06069802731411229,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.060790273556231005,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.060882800608828,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06097560975609756,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.061068702290076333,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06116207951070336,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06125574272588055,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06134969325153374,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06144393241167435,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06153846153846154,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.061633281972265024,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06172839506172839,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.061823802163833076,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06191950464396285,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06201550387596899,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.062111801242236024,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06220839813374806,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06230529595015576,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.062402496099843996,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.0625,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06259780907668232,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06269592476489028,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06279434850863422,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06289308176100629,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06299212598425197,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06309148264984227,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.0631911532385466,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06329113924050633,
NIH internal test,Pneumothorax,pr,0.9523809523809523,0.06339144215530904,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06190476190476191,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06200317965023847,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06210191082802548,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06220095693779904,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06230031948881789,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.0624,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.0625,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06260032102728733,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06270096463022508,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06280193236714976,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06290322580645161,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.0630048465266559,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06310679611650485,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06320907617504051,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.0633116883116883,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06341463414634146,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06351791530944625,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.0636215334420881,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06372549019607843,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06382978723404255,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06393442622950819,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06403940886699508,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06414473684210527,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.0642504118616145,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06435643564356436,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06446280991735537,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06456953642384106,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06467661691542288,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06478405315614617,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.064891846921797,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.065,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.0651085141903172,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06521739130434782,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06532663316582915,
NIH internal test,Pneumothorax,pr,0.9285714285714286,0.06543624161073826,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06386554621848739,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06397306397306397,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06408094435075885,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06418918918918919,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06429780033840947,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06440677966101695,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06451612903225806,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06462585034013606,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06473594548551959,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06484641638225255,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06495726495726496,
NIH internal test,Pneumothorax,pr,0.9047619047619048,0.06506849315068493,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.0634648370497427,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06357388316151202,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06368330464716007,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06379310344827586,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06390328151986183,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06401384083044982,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06412478336221837,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.0642361111111111,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06434782608695652,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06445993031358885,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06457242582897033,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06468531468531469,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.0647985989492119,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06491228070175438,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06502636203866433,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06514084507042253,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06525573192239859,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06537102473498234,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06548672566371681,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06560283687943262,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06571936056838366,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06583629893238434,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.0659536541889483,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06607142857142857,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06618962432915922,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06630824372759857,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06642728904847396,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06654676258992806,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06666666666666667,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06678700361010831,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06690777576853527,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06702898550724638,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06715063520871144,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06727272727272728,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06739526411657559,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06751824817518248,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06764168190127971,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06776556776556776,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06788990825688074,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06801470588235294,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06813996316758748,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06826568265682657,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06839186691312385,
NIH internal test,Pneumothorax,pr,0.8809523809523809,0.06851851851851852,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06679035250463822,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06691449814126393,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.0670391061452514,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06716417910447761,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06728971962616823,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06741573033707865,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.0675422138836773,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06766917293233082,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06779661016949153,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06792452830188679,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06805293005671077,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06818181818181818,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.0683111954459203,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06844106463878327,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06857142857142857,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06870229007633588,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06883365200764818,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06896551724137931,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.0690978886756238,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06923076923076923,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06936416184971098,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.0694980694980695,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06963249516441006,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06976744186046512,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.06990291262135923,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.07003891050583658,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.07017543859649122,
NIH internal test,Pneumothorax,pr,0.8571428571428571,0.0703125,
NIH internal test,Pneumothorax,pr,0.8333333333333334,0.0684931506849315,
NIH internal test,Pneumothorax,pr,0.8333333333333334,0.06862745098039216,
NIH internal test,Pneumothorax,pr,0.8333333333333334,0.068762278978389,
NIH internal test,Pneumothorax,pr,0.8333333333333334,0.0688976377952756,
NIH internal test,Pneumothorax,pr,0.8333333333333334,0.06903353057199212,
NIH internal test,Pneumothorax,pr,0.8333333333333334,0.0691699604743083,
NIH internal test,Pneumothorax,pr,0.8333333333333334,0.06930693069306931,
NIH internal test,Pneumothorax,pr,0.8333333333333334,0.06944444444444445,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.06759443339960239,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.06772908366533864,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.06786427145708583,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.068,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.06813627254509018,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.06827309236947791,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.06841046277665996,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.06854838709677419,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.06868686868686869,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.06882591093117409,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.06896551724137931,
NIH internal test,Pneumothorax,pr,0.8095238095238095,0.06910569105691057,
NIH internal test,Pneumothorax,pr,0.7857142857142857,0.06720977596741344,
NIH internal test,Pneumothorax,pr,0.7857142857142857,0.0673469387755102,
NIH internal test,Pneumothorax,pr,0.7857142857142857,0.06748466257668712,
NIH internal test,Pneumothorax,pr,0.7857142857142857,0.06762295081967214,
NIH internal test,Pneumothorax,pr,0.7857142857142857,0.06776180698151951,
NIH internal test,Pneumothorax,pr,0.7857142857142857,0.06790123456790123,
NIH internal test,Pneumothorax,pr,0.7857142857142857,0.06804123711340206,
NIH internal test,Pneumothorax,pr,0.7857142857142857,0.06818181818181818,
NIH internal test,Pneumothorax,pr,0.7857142857142857,0.06832298136645963,
NIH internal test,Pneumothorax,pr,0.7857142857142857,0.06846473029045644,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06652806652806653,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06666666666666667,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06680584551148225,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06694560669456066,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06708595387840671,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06722689075630252,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06736842105263158,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06751054852320675,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06765327695560254,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06779661016949153,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06794055201698514,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06808510638297872,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06823027718550106,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06837606837606838,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06852248394004283,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06866952789699571,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06881720430107527,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06896551724137931,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06911447084233262,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06926406926406926,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06941431670281996,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06956521739130435,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06971677559912855,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.06986899563318777,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.0700218818380744,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.07017543859649122,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.07032967032967033,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.07048458149779736,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.0706401766004415,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.07079646017699115,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.07095343680709534,
NIH internal test,Pneumothorax,pr,0.7619047619047619,0.07111111111111111,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.06904231625835189,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.06919642857142858,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.06935123042505593,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.06950672645739911,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.0696629213483146,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.06981981981981981,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.06997742663656885,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07013574660633484,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07029478458049887,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07045454545454545,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07061503416856492,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07077625570776255,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07093821510297482,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07110091743119266,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07126436781609195,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07142857142857142,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07159353348729793,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07175925925925926,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07192575406032482,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07209302325581396,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07226107226107226,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07242990654205607,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07259953161592506,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07276995305164319,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07294117647058823,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07311320754716981,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07328605200945626,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07345971563981042,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07363420427553444,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07380952380952381,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07398568019093078,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07416267942583732,
NIH internal test,Pneumothorax,pr,0.7380952380952381,0.07434052757793765,
NIH internal test,Pneumothorax,pr,0.7142857142857143,0.07211538461538461,
NIH internal test,Pneumothorax,pr,0.7142857142857143,0.07228915662650602,
