average,label,metric,internal,external,absolute_drop,relative_drop
label,Edema,npv,0.982930298719771,0.999999999999999,-0.017069701280228,-0.017366136034732707
label,Pneumonia,auroc,0.4677366791591983,,,
label,Pneumonia,auprc,0.0299297888686717,,,
label,Pneumonia,sensitivity,0.0,0.0,0.0,
label,Pneumonia,specificity,0.9736842105263144,0.982999999999999,-0.00931578947368461,-0.009567567567567992
label,Pneumonia,f1,0.0,0.0,0.0,
label,Pneumonia,accuracy,0.9512855209742884,0.982999999999999,-0.03171447902571056,-0.03333854907539137
label,Pneumonia,ppv,0.0,0.0,0.0,
label,Pneumonia,npv,0.9763888888888876,0.999999999999999,-0.02361111111111136,-0.024182076813656046
label,No Finding,auroc,0.7059047619047619,0.7658900924964138,-0.0599853305916519,-0.08497652067085064
label,No Finding,auprc,0.6961336604718585,0.7074463015893129,-0.011312641117454336,-0.016250673914814457
label,No Finding,sensitivity,0.8266666666666644,0.942028985507244,-0.11536231884057957,-0.13955119214586276
label,No Finding,specificity,0.4258241758241746,0.33105802047781513,0.09476615534635946,0.22254761642628995
label,No Finding,f1,0.6935123042505585,0.6521739130434777,0.04133839120708083,0.05960729312762952
label,No Finding,accuracy,0.6292286874154254,0.5839999999999994,0.04522868741542596,0.07187956989247275
label,No Finding,ppv,0.5973025048169545,0.49872122762148274,0.09858127719547172,0.16504413827241912
label,No Finding,npv,0.7045454545454514,0.8899082568807298,-0.18536280233527846,-0.26309559041136416
macro,macro,auroc,0.6561939160993226,0.6564379999391328,-0.0002440838398101164,-0.0003719690686269201
macro,macro,auprc,0.2175701518885714,0.3704296989080384,-0.152859547019467,-0.7025759080122077
macro,macro,sensitivity,0.3366029091602465,0.2385563207498238,0.09804658841042269,0.29128265306746254
macro,macro,specificity,0.8171083705899316,0.8692113116950843,-0.05210294110515268,-0.06376503164144026
macro,macro,f1,0.2324075024201909,0.20838546228627647,0.02402204013391443,0.10336172405692297
macro,macro,accuracy,0.8191813261163724,0.8201249999999992,-0.0009436738836268166,-0.0011519719182328612
macro,macro,ppv,0.1920523281209417,0.3026045201489309,-0.11055219202798922,-0.5756357817145067
macro,macro,npv,0.9201264392912952,0.8878108391283307,0.03231560016296453,0.035120825555077874
micro,micro,auroc,0.7793072211570277,0.7499355450362072,0.029371676120820478,0.0376894699849088
micro,micro,auprc,0.3258307204443991,0.4361709515850701,-0.11034023114067099,-0.33864281118176465
micro,micro,sensitivity,0.6218487394957974,0.4497393894266564,0.17210935006914102,0.27677044132740286
micro,micro,specificity,0.8462870334744131,0.8948475289169294,-0.04856049544251628,-0.05738064453516701
micro,micro,f1,0.4537557485947877,0.45636569701548907,-0.002609948420701391,-0.005751879571298002
