dataset,method,average,label,brier,ece,mce,slope,intercept
NIH_internal_test,uncalibrated,label,Atelectasis,0.215972311189502,0.3069179083481532,0.6401625076929729,0.6856489830893535,-1.893241795997519
NIH_internal_test,uncalibrated,label,Cardiomegaly,0.2251870573419314,0.3769662469746456,0.6614609162012737,0.5948390393089815,-3.222996370626383
NIH_internal_test,uncalibrated,label,Pleural Effusion,0.2338852449936332,0.2966551677020158,0.4900401545422418,0.6337335008915681,-1.75621485279531
NIH_internal_test,uncalibrated,label,Pneumothorax,0.1991571869133912,0.3340004013513538,0.5888914418847937,0.513180239612456,-2.6312899658934628
NIH_internal_test,uncalibrated,label,Consolidation,0.2664476795281436,0.3701192570216348,0.7520160873730977,0.27200846796047,-2.7696838686513896
NIH_internal_test,uncalibrated,label,Edema,0.1216008357928382,0.2389239134775482,0.6932486171523731,0.8606786502033666,-3.2730011926528397
NIH_internal_test,uncalibrated,label,Pneumonia,0.0363768249818102,0.0996658235929492,0.3170120030641555,0.743906972261669,-2.278621943852544
NIH_internal_test,uncalibrated,label,No Finding,0.243251981952836,0.1259976946452635,0.1692701075226068,0.7574681442219661,-0.4517209417550821
NIH_internal_test,uncalibrated,macro,macro,0.1927348903367607,0.2686558016391955,0.5390127294291894,0.6326829996937289,-2.284596366528066
NIH_internal_test,uncalibrated,micro,micro,0.1927348903367607,0.2686274714063533,0.4926009693828361,0.8556871906745337,-1.9048081974287108
NIH_internal_test,temperature,label,Atelectasis,0.2139504231718341,0.3168698485083296,0.6452475980296688,0.8915235885781383,-1.8931119159715448
NIH_internal_test,temperature,label,Cardiomegaly,0.2168294483730468,0.3857719570942597,0.6064324270405238,0.7709390159605083,-3.222539088291561
NIH_internal_test,temperature,label,Pleural Effusion,0.2249082943901361,0.3014050248919452,0.469293854614477,0.8244479521140285,-1.7556907368515948
NIH_internal_test,temperature,label,Pneumothorax,0.1980606129959383,0.3483714492332823,0.5822301829511003,0.6662714098833542,-2.631819434080642
NIH_internal_test,temperature,label,Consolidation,0.2472418315443893,0.3734781881829612,0.7352097910141597,0.3528678460425421,-2.76944623253511
NIH_internal_test,temperature,label,Edema,0.12406101052648,0.2646206587417292,0.7177960066169083,1.117862877344426,-3.2732044599042287
NIH_internal_test,temperature,label,Pneumonia,0.0494707232733501,0.15057914675812,0.2727453975691137,0.9598588920075874,-2.2916288431847693
NIH_internal_test,temperature,label,No Finding,0.2378820546554383,0.1028296170706018,0.4196350383253221,0.9848643589684268,-0.4513437262437898
