dataset,average,label,n,positives,auroc,auprc,sensitivity,specificity,f1,accuracy,ppv,npv,tp,fp,tn,fn,auroc_ci_lower,auroc_ci_upper,auprc_ci_lower,auprc_ci_upper,sensitivity_ci_lower,sensitivity_ci_upper,specificity_ci_lower,specificity_ci_upper,f1_ci_lower,f1_ci_upper,accuracy_ci_lower,accuracy_ci_upper,ppv_ci_lower,ppv_ci_upper,npv_ci_lower,npv_ci_upper
NIH_internal_test,label,Atelectasis,739,89,0.6791184096802073,0.2224595346524928,0.25842696629213197,0.8846153846153832,0.2459893048128329,0.8092016238159664,0.23469387755101803,0.897035881435256,23,75,575,66,0.6155509470782798,0.743115633543906,0.1687366450526628,0.3063960831976323,0.16860362799512463,0.3602718566573943,0.8532335844645048,0.9117069125011948,0.1657115302886649,0.3315227346589044,0.7739909537892442,0.8398265971316807,0.1522722567287769,0.3217916041978978,0.867700789634411,0.920730505386902
NIH_internal_test,label,Cardiomegaly,739,26,0.6753155680224403,0.11850641476520751,0.2307692307692219,0.9523141654978948,0.18181818181817908,0.9269282814614331,0.14999999999999625,0.9713876967095837,6,34,679,20,0.5595691494437537,0.7713017513376222,0.0432073272278304,0.24043802714998572,0.09518649193548086,0.3820954907161585,0.9363488879948264,0.9678275939177088,0.0727272727272714,0.2903225806451566,0.9062621871796638,0.9454819517945919,0.05630952380952223,0.26256265664159734,0.957110668301654,0.9834840848806352
NIH_internal_test,label,Pleural Effusion,739,109,0.7093199359254405,0.3352985689436172,0.6697247706421957,0.6111111111111102,0.3419203747072591,0.6197564276048706,0.2295597484276722,0.9144893111638933,73,245,385,36,0.6497728432301993,0.7634276101609512,0.2581391609476819,0.4310560570053725,0.5687128980032327,0.7612475247524684,0.561329407349061,0.6582317660274402,0.2779812007277131,0.4090423901940746,0.5752639004449581,0.6614231703008837,0.1794037940379398,0.2834090823811926,0.8840201657182766,0.9434042576899696
NIH_internal_test,label,Pneumothorax,739,42,0.6462389833982374,0.19818469178333228,0.3809523809523719,0.856527977044475,0.20253164556961897,0.8294993234100124,0.13793103448275743,0.9582664526484735,16,100,597,26,0.5351381812790708,0.7541655292994993,0.08465487432259308,0.36594282876044804,0.20738636363635857,0.5584986320109291,0.8238515002542791,0.8851134193628863,0.10862839111548164,0.31007799216381854,0.7949874752113547,0.8593506629899705,0.07258064516128974,0.2201980615254931,0.9399350649350634,0.9741737453749528
NIH_internal_test,label,Consolidation,739,41,0.6176532252428543,0.07588888407931745,0.5365853658536455,0.6833810888252139,0.15492957746478817,0.675236806495263,0.09053497942386794,0.9616935483870948,22,221,477,19,0.5324203519242161,0.6945842787879958,0.053476415756475625,0.12715600199422458,0.38191489361701264,0.6931935817805225,0.639622647354008,0.7288409090909079,0.09855292450920829,0.21435953648606249,0.6337776632377768,0.7209147395544527,0.05603448275862045,0.13070652173912992,0.9436588537998495,0.9767094411909977
NIH_internal_test,label,Edema,739,15,0.7938305709023941,0.059074098742178414,0.5333333333332978,0.8784530386740319,0.14414414414414287,0.8714479025710408,0.08333333333333247,0.9891135303265925,8,88,636,7,0.6891500474833808,0.8778030426939477,0.027732448730222303,0.12219649328759384,0.2751262626262423,0.7692307692307101,0.8446930406881851,0.9107384036629687,0.05794117647058768,0.23585561497325994,0.8378134040501435,0.9047702025494928,0.030927835051546074,0.14068478260869416,0.9811741518292127,0.9955025759292211
NIH_internal_test,label,Pneumonia,739,17,0.64469610558905,0.03698836783143656,0.235294117647045,0.8421052631578936,0.059259259259258824,0.8281461434370759,0.03389830508474548,0.9790660225442818,4,114,608,13,0.5218554106459838,0.75090123439297,0.020402216365573076,0.07976799041085442,0.0,0.4642307692307359,0.8077431969145049,0.8737152243299516,0.0,0.12558292043136016,0.7956774721410785,0.8594726011483941,0.0,0.07296008869179538,0.9672640094289066,0.9890477135131942
NIH_internal_test,label,No Finding,739,375,0.676007326007326,0.6616926651728678,0.7679999999999979,0.46428571428571297,0.6713286713286706,0.6184032476319342,0.5962732919254645,0.6601562499999973,288,195,169,87,0.6296316430220458,0.7233547468704996,0.6011913334349326,0.7259232781255752,0.7146505376344067,0.8195176948005369,0.4055555555555544,0.5212208666831197,0.6231356874087755,0.7124476405523914,0.5779808301552947,0.6585735794074784,0.5427834567251669,0.646879329890413,0.5897543988269771,0.7271196002578953
NIH_internal_test,macro,macro,739,714,0.6802725155959937,0.21351165324630628,0.45163577068623845,0.7715992179014645,0.2502401448880938,0.7723274695534497,0.19452807127860677,0.9164010866518966,,,,,0.6372599409843939,0.7149911817104571,0.19255381106515476,0.2470956053582195,0.39263034521064316,0.5153731314179367,0.7569530421759412,0.7866674368000507,0.2199360799524947,0.2798565709984389,0.7539133836319543,0.7906277243931251,0.17231901280395423,0.2208246262467337,0.9062255768265918,0.9270882442329008
NIH_internal_test,micro,micro,5912,714,0.7719813589152476,0.34603602155424784,0.6162464985994389,0.7937668333974605,0.39532794249775366,0.7723274695534504,0.2910052910052908,0.9377272727272725,440,1072,4126,274,0.7386547706969765,0.7993143866295177,0.2980375309723404,0.3961411313490473,0.5704096787988757,0.6555983018837718,0.7771743185724544,0.8126337183711783,0.35836419310652384,0.4297851000260593,0.7539133836319551,0.7906277243931262,0.26086350752867776,0.32299324584670275,0.9287700825396136,0.9453065105294312


