epoch,train_loss,val_loss,val_macro_auprc,lr,best_val_macro_auprc,improved
1,1.2089506223514126,4.491608300363975,0.22378110044420835,0.0001,0.22378110044420835,True
2,1.1742464305972733,4.492085676330952,0.23196934421648407,0.0001,0.23196934421648407,True
3,1.0676099834890675,4.545992877078831,0.23980452216893386,0.0001,0.23980452216893386,True
4,0.893202616946828,5.097755324539294,0.2538943907537971,0.0001,0.2538943907537971,True
5,0.8068780726841823,5.964280684502116,0.25599226758731475,0.0001,0.25599226758731475,True


