epoch,train_loss,val_loss,val_macro_auprc,lr,best_val_macro_auprc,improved
1,1.148441092297852,3.3978599675725945,0.20999522577731325,0.0001,0.20999522577731325,True
2,1.0286592169010893,3.3534163309778977,0.229718582722153,0.0001,0.229718582722153,True
3,0.9383760104654617,4.307428384085425,0.23950388049005605,0.0001,0.23950388049005605,True
4,0.8291443647756288,4.287762366477333,0.26215329550772215,0.0001,0.26215329550772215,True
5,0.6925279592212877,6.294609541497076,0.2567215688408118,0.0001,0.26215329550772215,False


